Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Tyrone Van Aswegen,105.0,52.91,2016,288.0,64.81,29.15,60.84,71.189,550,,2.0,-0.078,-0.054000000000000006,-0.5,0.544,-0.019,"$1,025,632"
Carlos Ortiz,79.0,52.77,2016,298.9,64.44,29.47,50.0,71.906,238,,,-0.223,-0.701,-0.321,0.122,-0.278,"$263,466"
Charles Howell III,91.0,52.6,2016,303.4,68.01,29.08,60.88,70.418,931,,5.0,0.133,0.6729999999999999,0.131,0.08199999999999999,0.327,"$1,974,962"
Tony Finau,95.0,52.48,2016,312.2,65.09,29.2,57.96,70.797,864,1.0,2.0,-0.10800000000000001,0.11800000000000001,0.455,-0.174,-0.054000000000000006,"$1,814,790"
Rhein Gibson,58.0,52.45,2016,297.5,68.11,29.96,54.84,72.086,113,,,-0.266,-0.708,-0.067,0.0,-0.376,"$155,578"
Camilo Villegas,83.0,52.18,2016,287.0,62.1,28.81,59.55,71.44,313,,,0.203,-0.369,-0.764,0.08,0.113,"$450,056"
Derek Fathauer,94.0,52.02,2016,288.2,62.0,28.5,59.1,71.07300000000001,491,,1.0,0.353,-0.39899999999999997,-0.514,-0.22699999999999998,-0.012,"$898,430"
J.B. Holmes,77.0,51.68,2016,314.5,65.17,28.84,56.68,70.523,956,,5.0,-0.153,0.48100000000000004,0.633,-0.20800000000000002,0.209,"$2,969,608"
Luke List,79.0,50.98,2016,306.9,67.17,29.14,60.88,70.75399999999999,481,,2.0,-0.273,0.436,0.42700000000000005,0.278,0.004,"$751,001"
Jason Day,76.0,50.46,2016,304.2,67.23,28.06,61.92,69.313,"2,735",3.0,9.0,1.13,2.1180000000000003,0.18600000000000003,0.426,0.375,"$8,045,112"
Seung-Yul Noh,85.0,49.12,2016,295.3,64.54,28.9,57.25,71.061,454,,1.0,0.17600000000000002,0.026000000000000002,-0.637,0.114,0.374,"$661,711"
Jimmy Walker,85.0,48.31,2016,301.3,63.96,28.78,57.71,70.393,"1,352",1.0,4.0,0.243,0.892,-0.141,0.58,0.21,"$4,148,546"
Andrew Loupe,75.0,45.56,2016,309.3,63.41,28.63,52.83,71.423,535,,4.0,0.301,-0.115,0.038,-0.295,-0.158,"$1,075,276"
Steven Bowditch,71.0,43.02,2016,288.9,54.46,28.61,49.14,74.262,192,,1.0,0.131,-3.2089999999999996,-1.6159999999999999,-1.68,-0.044000000000000004,"$458,891"
Francesco Molinari,56.0,76.88,2015,281.6,71.07,29.94,58.33,70.458,558,,2.0,-0.255,0.604,0.324,0.5720000000000001,-0.037000000000000005,"$997,389"
David Toms,62.0,74.5,2015,270.0,64.66,28.74,63.96,71.092,383,,2.0,-0.102,0.076,-0.040999999999999995,-0.027999999999999997,0.248,"$742,470"
Chez Reavie,56.0,71.89,2015,286.3,69.64,29.63,55.88,71.146,268,,,-0.262,0.08,0.384,0.298,-0.34,"$331,623"
Justin Leonard,61.0,71.7,2015,271.6,62.57,28.82,61.8,71.517,188,,,0.231,-0.313,-0.486,-0.22399999999999998,0.166,"$219,175"
Jason Bohn,95.0,71.58,2015,277.1,68.89,28.54,60.9,70.235,"1,037",,5.0,0.239,0.777,0.019,0.561,-0.042,"$2,337,580"
Steven Alker,62.0,71.41,2015,278.3,66.57,28.73,61.5,71.094,216,,,-0.146,0.017,-0.129,-0.114,0.406,"$236,862"
Colt Knost,90.0,71.24,2015,276.6,67.44,28.98,58.93,70.69800000000001,628,,4.0,0.348,0.196,-0.084,0.017,-0.085,"$1,066,553"
Zach Johnson,90.0,71.21,2015,282.6,68.58,28.78,60.98,69.753,"1,559",1.0,8.0,0.04,1.12,0.24,0.605,0.23600000000000002,"$4,801,487"
Jerry Kelly,79.0,70.45,2015,277.2,65.96,28.46,64.46,70.383,632,,3.0,0.25,0.436,0.073,-0.052000000000000005,0.166,"$1,336,607"
Brendon Todd,96.0,70.24,2015,276.4,65.47,28.39,62.63,70.533,831,,4.0,0.5820000000000001,0.83,-0.168,0.136,0.28,"$1,809,192"
Ryan Moore,81.0,70.05,2015,282.6,65.24,28.51,60.25,70.829,"1,208",1.0,4.0,0.16,0.578,0.071,0.24600000000000002,0.102,"$2,642,306"
Henrik Stenson,63.0,69.91,2015,296.4,73.52,29.87,62.24,69.354,952,,4.0,0.436,2.21,0.44799999999999995,1.244,0.08199999999999999,"$4,755,070"
Heath Slocum,57.0,69.51,2015,275.8,62.79,29.25,56.9,72.362,62,,,-0.594,-1.564,-0.22899999999999998,-0.759,0.018000000000000002,"$122,480"
John Huh,102.0,69.44,2015,279.8,64.85,28.71,62.6,71.03699999999999,565,,,0.27899999999999997,0.08800000000000001,-0.040999999999999995,-0.12,-0.03,"$678,556"
Brian Stuard,97.0,69.31,2015,276.5,63.2,28.57,60.23,71.34100000000001,447,,1.0,0.11599999999999999,-0.24,-0.10300000000000001,-0.2,-0.052000000000000005,"$687,109"
Spencer Levin,99.0,69.09,2015,283.7,68.27,29.6,59.75,70.837,496,,1.0,-0.065,0.07,0.204,0.18100000000000002,-0.25,"$836,698"
Jim Furyk,71.0,69.08,2015,281.9,69.79,29.39,62.93,69.845,"1,401",1.0,6.0,-0.024,1.6340000000000001,0.064,1.081,0.513,"$3,732,664"
Willy Wilcox,58.0,68.98,2015,296.6,72.53,29.46,62.55,69.804,649,,4.0,0.322,1.186,0.662,0.14400000000000002,0.057999999999999996,"$1,168,302"
Nicholas Thompson,90.0,68.7,2015,286.0,68.6,29.81,52.06,71.396,442,,1.0,-0.493,-0.7120000000000001,0.37,-0.139,-0.45,"$667,185"
Kevin Streelman,95.0,68.63,2015,289.5,68.99,29.65,58.66,71.282,771,,2.0,-0.21899999999999997,0.133,0.563,0.005,-0.21600000000000003,"$1,525,774"
Cameron Tringale,96.0,68.5,2015,281.8,64.58,29.0,62.09,70.92,816,,2.0,0.125,0.369,-0.07400000000000001,-0.054000000000000006,0.373,"$1,837,164"
John Merrick,78.0,68.32,2015,285.0,67.64,29.65,57.31,71.334,311,,,-0.775,-0.35600000000000004,0.055999999999999994,0.358,0.006,"$391,513"
Zac Blair,108.0,67.91,2015,273.1,65.54,28.68,64.81,70.714,538,,1.0,0.527,0.171,-0.299,-0.188,0.131,"$1,244,676"
Ken Duke,93.0,67.91,2015,278.1,64.17,29.01,58.71,71.306,493,,3.0,-0.222,-0.37799999999999995,0.067,0.025,-0.248,"$817,675"
William McGirt,103.0,67.87,2015,280.4,67.85,28.96,64.09,70.64699999999999,652,,1.0,0.06,0.455,0.087,0.06,0.248,"$1,004,696"
Webb Simpson,81.0,67.85,2015,289.4,67.81,29.35,64.38,70.31,953,,5.0,-0.6459999999999999,0.7,0.225,0.5820000000000001,0.539,"$2,046,260"
Jason Dufner,76.0,67.81,2015,286.7,69.03,29.6,55.28,70.633,546,,2.0,-0.7,0.222,0.242,0.39899999999999997,0.281,"$1,007,997"
Russell Knox,96.0,67.76,2015,284.4,70.83,29.56,59.92,70.421,914,,3.0,-0.021,0.8059999999999999,0.098,0.622,0.107,"$1,916,666"
Brian Davis,86.0,67.66,2015,275.5,62.26,28.51,60.68,71.656,387,,2.0,0.081,-0.512,-0.11900000000000001,-0.503,0.028999999999999998,"$656,534"
John Peterson,84.0,67.52,2015,288.1,68.32,29.21,63.47,70.735,588,,,-0.184,0.251,0.33299999999999996,0.276,-0.175,"$779,509"
Ben Crane,62.0,67.49,2015,271.0,63.22,28.95,61.98,71.975,182,,,0.201,-0.5579999999999999,-0.303,-0.486,0.03,"$203,254"
Jon Curran,83.0,67.46,2015,273.5,66.39,29.28,61.72,70.84899999999999,540,,5.0,-0.027999999999999997,-0.08800000000000001,-0.406,0.077,0.27,"$1,049,549"
Jim Herman,88.0,67.1,2015,293.8,73.23,30.22,58.02,70.719,610,,2.0,-0.03,0.376,0.467,0.285,-0.345,"$1,212,778"
Kevin Kisner,104.0,66.85,2015,287.8,66.24,28.72,62.66,70.344,"1,416",,6.0,0.24,0.628,0.316,0.141,-0.068,"$3,567,939"
Bryce Molder,91.0,66.8,2015,277.9,65.45,28.68,62.85,70.779,595,,2.0,0.508,0.18899999999999997,-0.294,-0.18100000000000002,0.156,"$1,165,547"
Jason Gore,76.0,66.67,2015,290.4,67.52,29.4,54.87,71.273,564,,2.0,-0.067,0.08900000000000001,0.284,0.266,-0.39299999999999996,"$1,101,246"
John Senden,80.0,66.6,2015,290.2,67.26,29.53,55.2,71.09,610,,3.0,-0.061,0.08199999999999999,0.331,-0.171,-0.017,"$1,422,033"
Mark Hubbard,79.0,66.32,2015,278.5,66.81,29.23,61.52,71.227,274,,,-0.102,-0.38299999999999995,-0.06,-0.35,0.128,"$293,980"
Billy Hurley III,83.0,65.91,2015,271.9,65.26,28.84,64.17,71.043,420,,1.0,0.311,-0.11199999999999999,-0.635,0.114,0.098,"$591,450"
Roberto Castro,54.0,65.76,2015,279.8,66.11,29.8,54.43,71.334,167,,,-0.732,-0.12,0.079,0.34700000000000003,0.187,"$179,723"
Chad Campbell,97.0,65.75,2015,285.2,68.61,29.41,59.31,70.604,670,,2.0,-0.045,0.43700000000000006,0.13,0.192,0.159,"$1,015,707"
Sung Joon Park,79.0,65.73,2015,283.7,64.72,29.23,64.42,71.469,426,,1.0,-0.42100000000000004,-0.588,0.10400000000000001,-0.326,0.055,"$597,103"
Pat Perez,96.0,65.7,2015,284.6,67.88,28.71,60.0,70.666,825,,2.0,0.364,0.586,-0.01,0.187,0.045,"$1,588,664"
Brendon de Jonge,106.0,65.69,2015,285.3,67.51,29.03,59.19,70.642,892,,3.0,-0.006999999999999999,0.312,0.276,0.196,-0.152,"$1,594,935"
Jonathan Byrd,69.0,65.6,2015,287.5,67.35,28.94,64.92,70.83,335,,,0.084,0.23199999999999998,-0.145,-0.303,0.596,"$446,732"
David Lingmerth,90.0,65.51,2015,289.5,64.94,28.66,61.27,70.8,"1,305",1.0,4.0,0.039,0.405,0.379,0.013000000000000001,-0.025,"$2,736,378"
Graham DeLaet,65.0,65.46,2015,298.7,69.15,29.26,57.34,70.72,545,,3.0,-0.012,0.287,0.027000000000000003,0.32799999999999996,-0.055999999999999994,"$988,349"
Adam Hadwin,95.0,65.43,2015,288.2,66.55,29.15,58.39,71.021,584,,3.0,0.235,0.183,0.08800000000000001,-0.183,0.044000000000000004,"$937,611"
Hideki Matsuyama,95.0,65.25,2015,294.5,69.2,28.79,61.92,69.94,"1,374",,8.0,0.076,1.464,0.496,0.637,0.254,"$3,758,619"
Ben Martin,93.0,65.09,2015,288.1,68.7,29.64,54.04,70.95,"1,217",1.0,5.0,0.127,0.28,-0.016,0.268,-0.1,"$2,717,305"
Davis Love III,51.0,64.94,2015,294.7,67.43,29.67,57.19,71.289,649,1.0,2.0,-0.34700000000000003,-0.377,0.18899999999999997,-0.335,0.11599999999999999,"$1,263,596"
Keegan Bradley,87.0,64.85,2015,306.1,67.53,29.49,58.25,70.45,759,,3.0,-0.07,1.018,0.436,0.389,0.263,"$1,565,079"
Mark Wilson,89.0,64.53,2015,279.2,67.84,29.35,60.37,70.991,497,,3.0,-0.065,0.026000000000000002,-0.299,0.013000000000000001,0.377,"$851,845"
Russell Henley,87.0,64.39,2015,297.1,67.06,29.01,57.43,70.581,986,,4.0,0.579,0.462,0.34299999999999997,-0.26899999999999996,-0.191,"$2,110,774"
Brian Harman,90.0,64.37,2015,287.9,66.67,29.09,59.63,70.64699999999999,704,,3.0,0.23600000000000002,0.413,0.322,-0.17600000000000002,0.03,"$1,548,352"
Derek Ernst,75.0,64.3,2015,295.1,66.51,29.7,57.24,71.453,250,,,-0.516,-0.531,0.6759999999999999,-0.547,-0.14400000000000002,"$320,095"
Chris Stroud,84.0,64.22,2015,283.0,65.67,28.95,59.92,71.194,531,,2.0,-0.17600000000000002,0.002,-0.249,0.132,0.295,"$746,814"
Paul Casey,87.0,64.16,2015,297.8,72.36,29.77,56.13,69.806,"1,389",,7.0,0.013999999999999999,1.216,0.392,0.991,-0.182,"$3,488,311"
David Hearn,97.0,64.16,2015,280.6,67.98,28.93,57.42,70.843,890,,4.0,0.358,0.35600000000000004,-0.21600000000000003,0.243,-0.028999999999999998,"$1,817,043"
George McNeill,93.0,64.1,2015,286.2,66.43,29.01,61.21,70.47800000000001,715,,1.0,0.212,0.563,-0.223,0.645,-0.071,"$1,331,768"
K.J. Choi,66.0,64.09,2015,276.5,63.8,28.71,63.12,71.372,358,,,0.415,0.256,-0.522,0.153,0.21,"$448,864"
Sam Saunders,83.0,64.0,2015,293.2,65.23,29.37,57.79,71.668,413,,1.0,-0.136,-0.496,0.307,-0.294,-0.37200000000000005,"$578,571"
Danny Lee,120.0,63.92,2015,283.1,65.69,28.27,60.86,70.398,"1,561",1.0,7.0,0.374,0.7290000000000001,-0.301,0.718,-0.062,"$3,965,933"
Justin Rose,69.0,63.87,2015,303.5,70.54,29.17,59.14,69.744,"1,742",1.0,7.0,0.023,1.493,0.55,0.6920000000000001,0.228,"$5,462,677"
Kevin Chappell,86.0,63.86,2015,293.5,66.02,28.95,59.32,70.672,602,,2.0,0.168,0.37,0.16,-0.105,0.14800000000000002,"$1,281,552"
Chad Collins,79.0,63.82,2015,278.4,66.1,28.56,66.18,70.681,504,,1.0,0.012,0.214,-0.25,0.24600000000000002,0.205,"$747,899"
Lucas Glover,79.0,63.82,2015,296.9,70.46,30.54,55.0,71.291,375,,,-1.351,-0.18100000000000002,0.591,0.691,-0.111,"$515,241"
Alex Cejka,94.0,63.78,2015,283.3,65.7,28.93,60.39,71.117,739,1.0,1.0,-0.23199999999999998,-0.217,-0.233,0.113,0.135,"$1,227,196"
Billy Horschel,99.0,63.77,2015,295.0,69.33,29.71,57.61,71.05,903,,2.0,0.244,0.446,0.366,0.13699999999999998,-0.301,"$1,735,751"
Blayne Barber,76.0,63.72,2015,288.6,66.44,28.89,59.51,71.127,380,,4.0,0.313,0.015,0.20800000000000002,-0.35200000000000004,-0.154,"$768,383"
Bill Lunde,50.0,63.59,2015,287.7,68.72,30.02,57.53,71.796,117,,,-0.52,-1.244,0.11,-0.5920000000000001,-0.242,"$128,788"
Ian Poulter,68.0,63.58,2015,286.7,65.71,28.81,60.76,70.421,777,,4.0,0.225,0.5539999999999999,-0.054000000000000006,0.235,0.147,"$1,690,587"
Bill Haas,89.0,63.35,2015,290.7,68.8,29.58,61.9,70.672,"1,281",1.0,5.0,-0.22899999999999998,0.46,0.14,0.42200000000000004,0.126,"$3,064,024"
Hudson Swafford,97.0,63.34,2015,298.9,68.54,29.32,55.39,70.732,554,,1.0,0.36,0.33799999999999997,0.273,0.109,-0.40399999999999997,"$959,391"
Boo Weekley,79.0,63.27,2015,292.0,67.72,29.27,59.91,70.775,776,,6.0,-0.24600000000000002,0.425,0.5479999999999999,0.10800000000000001,0.015,"$1,689,914"
Matt Kuchar,97.0,63.23,2015,288.5,66.55,28.39,63.78,70.04,"1,164",,5.0,0.316,1.133,0.136,0.20199999999999999,0.479,"$2,774,170"
Tim Wilkinson,73.0,63.09,2015,279.1,62.44,28.92,58.33,71.944,183,,,-0.278,-0.847,-0.326,-0.523,0.28,"$171,654"
Robert Allenby,63.0,63.06,2015,282.7,66.67,30.03,51.69,72.102,169,,1.0,-0.754,-0.97,-0.262,0.26,-0.213,"$271,887"
Steve Wheatcroft,87.0,63.03,2015,288.3,64.59,28.59,60.68,71.072,536,,2.0,0.345,-0.038,0.14800000000000002,-0.45,-0.08199999999999999,"$973,024"
Jordan Spieth,91.0,62.91,2015,291.8,67.87,27.82,65.03,68.938,"4,169",4.0,14.0,0.5710000000000001,2.154,0.494,0.618,0.47100000000000003,"$12,030,465"
Troy Merritt,91.0,62.83,2015,285.2,63.37,28.59,61.83,71.458,930,1.0,3.0,0.384,-0.195,-0.326,-0.19899999999999998,-0.054000000000000006,"$2,092,669"
Scott Brown,97.0,62.77,2015,288.2,65.18,28.56,60.69,70.797,690,,3.0,-0.031,0.185,0.29600000000000004,0.031,-0.111,"$1,161,750"
Charlie Beljan,76.0,62.61,2015,309.8,65.51,29.97,48.77,72.01,369,,1.0,-0.799,-0.9329999999999999,0.583,-0.293,-0.424,"$782,546"
Kevin Na,98.0,62.51,2015,280.1,64.56,28.35,62.87,70.12100000000001,"1,062",,6.0,0.233,0.9440000000000001,-0.32899999999999996,0.381,0.66,"$2,820,766"
Greg Chalmers,58.0,62.17,2015,281.5,63.79,28.59,57.39,71.363,242,,,0.529,-0.605,-0.32299999999999995,-0.782,-0.027999999999999997,"$291,016"
Johnson Wagner,68.0,62.11,2015,290.7,68.95,29.37,59.47,70.807,551,,3.0,0.203,0.095,-0.013000000000000001,0.106,-0.201,"$1,131,659"
Rickie Fowler,76.0,62.08,2015,296.8,65.81,28.44,61.1,70.23,"1,498",1.0,5.0,0.309,1.088,0.12300000000000001,0.59,0.066,"$5,773,430"
Shawn Stefani,94.0,62.06,2015,296.3,68.79,29.02,56.44,70.421,987,,3.0,0.07400000000000001,0.49700000000000005,0.332,0.28300000000000003,-0.192,"$1,757,803"
Alex Prugh,84.0,62.03,2015,295.2,70.14,30.04,53.02,71.089,433,,2.0,-0.055,-0.004,0.319,-0.085,-0.183,"$636,373"
Chris Kirk,76.0,61.97,2015,285.8,64.54,28.6,60.3,70.959,"1,087",1.0,3.0,0.065,0.414,-0.15,0.302,0.198,"$2,369,326"
Scott Langley,94.0,61.9,2015,280.5,64.67,28.99,59.15,71.032,448,,,0.018000000000000002,0.126,-0.128,0.055999999999999994,0.18,"$638,182"
Daniel Summerhays,101.0,61.79,2015,284.0,65.62,28.54,57.76,70.39699999999999,720,,3.0,0.644,0.541,-0.111,0.19399999999999998,-0.18600000000000003,"$1,633,957"
Oscar Fraustro,58.0,61.78,2015,289.5,63.17,28.81,56.42,72.08,171,,1.0,-0.28300000000000003,-1.3159999999999998,0.259,-0.637,-0.655,"$262,475"
Kyle Reifers,96.0,61.59,2015,288.0,67.03,29.16,61.36,70.854,626,,2.0,0.036000000000000004,0.136,0.10800000000000001,-0.084,0.076,"$1,179,228"
Michael Putnam,87.0,61.47,2015,288.8,70.13,29.84,59.08,71.156,407,,,-0.526,-0.153,-0.025,0.42,-0.022000000000000002,"$557,803"
Brice Garnett,81.0,61.25,2015,287.1,68.28,29.77,55.65,71.453,398,,1.0,-0.08900000000000001,-0.532,-0.198,-0.327,0.08199999999999999,"$637,789"
Brendan Steele,88.0,61.13,2015,302.9,68.52,29.13,60.08,70.413,895,,4.0,-0.047,0.958,0.363,0.6,0.040999999999999995,"$1,759,484"
Nick Watney,91.0,61.08,2015,294.0,67.34,29.32,58.69,70.68,847,,3.0,-0.40299999999999997,0.258,0.31,0.23800000000000002,0.11199999999999999,"$1,733,873"
Brandt Snedeker,98.0,60.98,2015,288.4,64.97,28.26,63.27,70.158,"1,537",1.0,8.0,0.588,0.607,-0.126,-0.19899999999999998,0.344,"$3,698,056"
Gonzalo Fernandez-Castaño,81.0,60.97,2015,289.3,63.92,29.1,57.8,71.5,272,,,-0.522,-0.6459999999999999,0.187,-0.495,0.183,"$312,053"
Scott Pinckney,88.0,60.95,2015,290.3,67.61,29.48,55.75,71.10300000000001,645,,3.0,0.294,-0.131,0.12300000000000001,-0.409,-0.14,"$1,259,389"
Fabián Gómez,83.0,60.88,2015,283.2,63.52,28.72,58.72,71.207,797,1.0,2.0,0.062,-0.324,-0.21600000000000003,-0.057,-0.113,"$1,651,012"
Charl Schwartzel,67.0,60.81,2015,300.4,64.99,29.57,54.66,71.093,584,,3.0,-0.555,0.073,0.669,-0.132,0.092,"$1,209,528"
Daniel Berger,97.0,60.74,2015,302.1,68.84,29.23,60.66,70.581,899,,5.0,-0.193,0.489,0.37200000000000005,0.526,-0.217,"$3,028,901"
Sean O'Hair,86.0,60.74,2015,295.3,64.34,28.42,59.42,71.03,719,,2.0,0.16899999999999998,0.18,0.153,-0.284,0.142,"$1,662,300"
Bo Van Pelt,81.0,60.73,2015,289.5,66.88,29.54,55.84,71.497,322,,2.0,0.11800000000000001,-0.25,-0.29600000000000004,0.054000000000000006,-0.126,"$580,611"
Adam Scott,51.0,60.69,2015,311.6,69.62,30.11,54.09,70.456,585,,3.0,-0.396,0.20600000000000002,0.682,0.114,-0.195,"$1,382,365"
Whee Kim,71.0,60.4,2015,282.4,68.2,29.07,57.72,71.097,393,,2.0,-0.09300000000000001,-0.013000000000000001,-0.201,0.324,-0.043,"$755,998"
Cameron Percy,72.0,60.31,2015,290.0,67.78,29.31,56.16,71.039,361,,1.0,-0.142,0.02,0.128,-0.002,0.037000000000000005,"$575,943"
Rory Sabbatini,81.0,60.3,2015,290.0,67.83,28.94,63.11,70.435,678,,4.0,-0.106,0.461,0.094,0.375,0.09699999999999999,"$1,525,784"
J.J. Henry,94.0,60.29,2015,292.3,69.88,30.24,54.3,71.334,620,1.0,1.0,-0.414,-0.308,0.066,-0.08800000000000001,0.127,"$1,046,123"
Jonas Blixt,78.0,60.26,2015,287.6,62.71,28.56,58.57,71.238,471,,1.0,0.122,-0.44,-0.115,-0.655,0.209,"$703,664"
Jamie Donaldson,50.0,60.09,2015,294.9,63.83,28.96,59.48,71.102,447,,2.0,0.349,0.341,0.095,-0.15,0.046,"$938,664"
Vijay Singh,78.0,60.06,2015,290.6,66.24,29.15,60.97,70.76100000000001,490,,1.0,-0.511,0.302,0.152,0.42,0.24100000000000002,"$752,462"
Sangmoon Bae,98.0,60.03,2015,289.8,62.93,28.55,61.16,71.036,"1,025",1.0,4.0,0.26,0.059000000000000004,0.251,-0.276,-0.17600000000000002,"$2,599,632"
James Hahn,94.0,59.89,2015,295.1,66.13,29.0,58.46,70.896,"1,012",1.0,2.0,0.048,0.355,0.106,0.135,0.065,"$2,064,783"
Louis Oosthuizen,68.0,59.84,2015,298.8,68.28,29.19,61.3,70.16,"1,088",,6.0,-0.22,0.605,0.33899999999999997,0.397,0.08800000000000001,"$3,251,174"
Carlos Ortiz,100.0,59.84,2015,298.4,66.84,29.26,55.5,71.098,515,,1.0,0.172,0.124,0.355,-0.23800000000000002,-0.166,"$964,137"
Matt Jones,89.0,59.7,2015,296.0,64.05,28.25,61.27,70.812,821,,3.0,0.401,0.664,0.249,-0.319,0.33299999999999996,"$1,995,553"
Lee Westwood,56.0,59.7,2015,300.0,66.45,29.29,52.23,70.484,530,,1.0,0.595,0.879,0.094,0.292,-0.102,"$946,628"
Greg Owen,58.0,59.63,2015,293.8,69.25,29.86,59.81,71.512,608,,2.0,-0.7979999999999999,-0.226,0.036000000000000004,0.40700000000000003,0.129,"$1,180,794"
Geoff Ogilvy,50.0,59.59,2015,293.7,66.55,30.44,51.56,71.559,350,,1.0,-0.6920000000000001,-0.43200000000000005,0.138,0.08199999999999999,0.039,"$653,925"
Sergio Garcia,59.0,59.47,2015,300.0,67.56,28.96,58.41,69.958,"1,051",,4.0,-0.022000000000000002,1.045,0.442,0.46799999999999997,0.157,"$2,670,229"
Robert Streb,110.0,59.47,2015,297.1,69.14,29.1,59.57,70.13,"1,720",1.0,9.0,0.381,1.093,0.309,0.175,0.228,"$3,947,424"
Roger Sloan,56.0,59.45,2015,293.6,63.14,29.33,53.62,72.533,103,,,-0.502,-1.605,-0.168,-0.746,-0.19,"$133,048"
Andrew Svoboda,80.0,59.32,2015,287.1,63.6,29.51,51.08,72.119,266,,1.0,-0.026000000000000002,-1.067,-0.171,-0.41,-0.46,"$418,963"
Erik Compton,86.0,59.31,2015,288.4,63.18,28.44,60.53,71.22800000000001,471,,1.0,0.469,0.084,-0.21600000000000003,-0.217,0.047,"$676,602"
Scott Piercy,90.0,59.3,2015,296.7,66.73,28.88,58.63,70.688,"1,127",1.0,4.0,0.006,0.32899999999999996,0.27,0.22399999999999998,-0.172,"$2,780,027"
Luke Donald,71.0,59.28,2015,277.0,65.57,29.17,61.14,70.555,484,,2.0,0.289,0.584,-0.7929999999999999,0.573,0.514,"$1,026,643"
Carl Pettersson,106.0,59.05,2015,291.6,63.0,28.44,62.18,70.866,723,,3.0,0.335,0.23600000000000002,-0.038,0.035,-0.09699999999999999,"$1,186,763"
Hunter Mahan,88.0,58.91,2015,295.1,65.79,28.98,59.6,71.124,648,,3.0,0.39,0.12,-0.023,-0.249,0.003,"$1,617,973"
Jeff Overton,94.0,58.87,2015,284.8,65.7,28.78,58.8,70.836,458,,1.0,0.105,0.091,-0.036000000000000004,0.040999999999999995,-0.018000000000000002,"$561,614"
Luke Guthrie,84.0,58.86,2015,283.9,63.75,28.7,57.57,71.211,373,,1.0,0.11,-0.037000000000000005,-0.314,0.02,0.147,"$575,150"
Tom Hoge,83.0,58.84,2015,292.2,66.03,28.9,58.59,70.812,441,,2.0,0.005,0.415,0.035,0.456,-0.08,"$690,319"
Martin Laird,77.0,58.54,2015,300.5,66.31,29.12,60.17,70.77199999999999,628,,3.0,0.1,0.306,-0.078,0.302,-0.019,"$1,124,988"
Harris English,105.0,58.51,2015,298.4,67.05,28.83,61.65,70.235,932,,3.0,0.56,0.777,0.009000000000000001,0.207,0.0,"$1,971,687"
Justin Thomas,106.0,58.24,2015,303.2,68.92,28.64,61.55,70.105,"1,007",,7.0,0.042,0.968,0.35200000000000004,0.385,0.188,"$2,278,564"
Michael Thompson,83.0,58.24,2015,289.3,65.43,29.35,55.36,71.23,378,,1.0,0.153,-0.195,-0.08900000000000001,-0.301,0.040999999999999995,"$599,835"
Byron Smith,59.0,58.15,2015,291.9,68.89,29.84,54.22,71.801,96,,,-0.597,-0.873,-0.085,-0.149,-0.042,"$153,930"
Andres Gonzales,90.0,58.06,2015,294.5,66.67,28.99,55.62,71.42699999999999,531,,3.0,0.177,-0.537,-0.386,-0.349,0.022000000000000002,"$925,335"
Charley Hoffman,97.0,58.01,2015,298.9,66.19,28.83,58.74,70.613,"1,512",1.0,6.0,0.065,0.335,0.47,0.13699999999999998,-0.33799999999999997,"$4,041,089"
Scott Stallings,60.0,57.74,2015,291.8,65.0,29.27,54.23,71.961,447,,1.0,-0.392,-0.5579999999999999,-0.061,-0.053,-0.052000000000000005,"$919,619"
Jim Renner,68.0,57.44,2015,283.3,65.24,30.06,54.96,72.431,63,,,-0.995,-1.449,-0.501,0.085,-0.038,"$90,668"
Stewart Cink,77.0,57.35,2015,293.6,72.94,30.14,58.13,70.774,494,,1.0,0.102,0.46799999999999997,0.087,0.561,-0.282,"$694,655"
Brooks Koepka,84.0,57.33,2015,308.2,69.48,29.1,56.63,69.861,"1,544",1.0,8.0,0.42100000000000004,1.081,0.40700000000000003,0.2,0.052000000000000005,"$3,571,900"
Patrick Rodgers,57.0,56.97,2015,307.7,66.77,28.98,56.47,70.619,,,,-0.003,0.129,0.68,-0.456,-0.09,
Chesson Hadley,101.0,56.87,2015,290.7,63.59,28.68,57.7,71.798,626,,3.0,0.168,-0.35700000000000004,-0.08,-0.218,-0.22699999999999998,"$1,135,529"
Martin Flores,95.0,56.83,2015,296.8,68.32,29.6,58.77,70.919,345,,,-0.21600000000000003,0.038,0.349,-0.142,0.047,"$449,274"
Ernie Els,57.0,56.79,2015,291.7,64.52,29.79,56.59,71.83,233,,,-0.609,-0.6,-0.285,0.192,0.102,"$453,579"
Robert Garrigus,70.0,56.72,2015,301.7,63.97,29.41,53.04,71.774,226,,,-0.6970000000000001,-0.887,0.345,-0.318,-0.217,"$253,699"
Retief Goosen,81.0,56.57,2015,292.6,62.19,29.04,59.35,71.667,519,,3.0,0.027000000000000003,-0.33799999999999997,-0.271,-0.055999999999999994,-0.039,"$921,830"
Ryan Palmer,80.0,56.57,2015,305.2,66.81,29.0,60.57,70.102,817,,4.0,0.147,0.96,0.35600000000000004,0.529,-0.07200000000000001,"$1,974,523"
